date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:18:49	236/236	------	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Jun%202022%2001:53:41%20GMT	https://www.earlychristianwritings.com/robots.txt		(from )
15:18:49	54238/54238	------	200	untouched ('OK')	text/html	date:Tue,%2017%20Nov%202015%2020:49:09%20GMT	https://www.earlychristianwritings.com/	www.earlychristianwritings.com/index.html	(from )
15:18:49	236/236	------	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Jun%202022%2001:53:42%20GMT	https://www.earlychristianwritings.com/asset.pagefair.com/measure.min.js	www.earlychristianwritings.com/asset.pagefair.com/measure.min.0.delayed	(from https://www.earlychristianwritings.com/)
15:18:49	236/236	------	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Jun%202022%2001:53:42%20GMT	https://www.earlychristianwritings.com/asset.pagefair.net/ads.min.js	www.earlychristianwritings.com/asset.pagefair.net/ads.min.1.delayed	(from https://www.earlychristianwritings.com/)
15:18:49	236/236	------	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Jun%202022%2001:57:43%20GMT	https://www.earlychristianwritings.com/actsapollonius-2.html	www.earlychristianwritings.com/actsapollonius-2.f2.delayed	(from https://www.earlychristianwritings.com/)
15:18:49	3885/3885	------	200	untouched ('OK')	text/css	date:Sun,%2022%20Jun%202014%2004:01:42%20GMT	https://www.earlychristianwritings.com/finaldemo/layers.css	www.earlychristianwritings.com/finaldemo/layers.css	(from https://www.earlychristianwritings.com/)
15:18:49	2722/2722	------	200	untouched ('')	text/plain	date:Sun,%2027%20May%202012%2021:30:33%20GMT	https://www.earlychristianwritings.com/csshover.txt	www.earlychristianwritings.com/csshover.txt	(from https://www.earlychristianwritings.com/)
15:18:49	56/56	------	200	untouched ('')	image/gif	date:Sun,%2004%20Aug%202013%2020:31:00%20GMT	https://www.earlychristianwritings.com/pic/arrow.gif	www.earlychristianwritings.com/pic/arrow.gif	(from https://www.earlychristianwritings.com/)
15:18:49	43/43	------	200	untouched ('')	image/gif	date:Sun,%2004%20Aug%202013%2020:31:20%20GMT	https://www.earlychristianwritings.com/pic/spacer.gif	www.earlychristianwritings.com/pic/spacer.gif	(from https://www.earlychristianwritings.com/)
15:18:49	5205/5205	------	200	untouched ('')	image/gif	date:Sun,%2004%20Aug%202013%2020:31:21%20GMT	https://www.earlychristianwritings.com/pic/textanim.gif	www.earlychristianwritings.com/pic/textanim.gif	(from https://www.earlychristianwritings.com/)
